# Funciones ópticas — Olla-DFT (promedio isótropo)
#      E(eV)         eps1         eps2          n          k    alpha(1/cm)          R
  1.353567e+01  -8.436458e-01   3.428859e-01   1.830550e-01   9.365655e-01   1.284877e+06   6.783959e-01
  1.355444e+01  -8.305015e-01   3.360516e-01   1.808499e-01   9.290900e-01   1.276389e+06   6.795735e-01
  1.357322e+01  -8.160862e-01   3.356626e-01   1.821186e-01   9.215494e-01   1.267783e+06   6.757519e-01
  1.359199e+01  -8.028038e-01   3.412339e-01   1.864294e-01   9.151829e-01   1.260766e+06   6.678577e-01
  1.361076e+01  -7.936964e-01   3.537441e-01   1.939872e-01   9.117716e-01   1.257801e+06   6.561932e-01
  1.362954e+01  -7.932370e-01   3.713258e-01   2.032362e-01   9.135327e-01   1.261969e+06   6.438076e-01
  1.364831e+01  -8.035657e-01   3.845817e-01   2.089119e-01   9.204400e-01   1.273262e+06   6.380407e-01
  1.366708e+01  -8.195933e-01   3.814946e-01   2.054717e-01   9.283383e-01   1.285955e+06   6.449693e-01
  1.368586e+01  -8.306551e-01   3.596965e-01   1.930482e-01   9.316237e-01   1.292278e+06   6.629873e-01
  1.370463e+01  -8.292205e-01   3.304740e-01   1.780829e-01   9.278653e-01   1.288830e+06   6.832410e-01
  1.372340e+01  -8.158082e-01   3.059720e-01   1.665694e-01   9.184517e-01   1.277502e+06   6.977562e-01
  1.374218e+01  -7.951430e-01   2.909119e-01   1.605396e-01   9.060442e-01   1.261968e+06   7.037698e-01
  1.376095e+01  -7.722614e-01   2.866642e-01   1.604503e-01   8.933117e-01   1.245934e+06   7.007433e-01
  1.377972e+01  -7.518605e-01   2.922038e-01   1.655071e-01   8.827531e-01   1.232887e+06   6.903023e-01
  1.379850e+01  -7.370784e-01   3.032137e-01   1.731047e-01   8.758103e-01   1.224857e+06   6.769257e-01
  1.381727e+01  -7.277993e-01   3.141113e-01   1.801262e-01   8.719201e-01   1.221076e+06   6.653395e-01
  1.383605e+01  -7.225280e-01   3.245072e-01   1.864502e-01   8.702251e-01   1.220358e+06   6.555123e-01
  1.385482e+01  -7.227670e-01   3.370382e-01   1.932885e-01   8.718529e-01   1.224299e+06   6.460023e-01
  1.387359e+01  -7.305586e-01   3.455096e-01   1.969555e-01   8.771261e-01   1.233373e+06   6.422329e-01
  1.389237e+01  -7.415041e-01   3.390944e-01   1.921676e-01   8.822882e-01   1.242311e+06   6.505561e-01
  1.391114e+01  -7.461698e-01   3.171379e-01   1.797204e-01   8.823090e-01   1.244019e+06   6.687501e-01
  1.392991e+01  -7.385604e-01   2.903274e-01   1.658534e-01   8.752530e-01   1.235735e+06   6.878467e-01
  1.394869e+01  -7.192277e-01   2.684298e-01   1.556585e-01   8.622397e-01   1.219003e+06   7.005133e-01
  1.396746e+01  -6.914933e-01   2.559808e-01   1.514257e-01   8.452355e-01   1.196572e+06   7.031166e-01
  1.398623e+01  -6.596868e-01   2.572575e-01   1.555421e-01   8.269704e-01   1.172288e+06   6.918673e-01
  1.400501e+01  -6.306939e-01   2.758464e-01   1.698314e-01   8.121186e-01   1.152780e+06   6.650338e-01
  1.402378e+01  -6.127398e-01   3.086203e-01   1.914856e-01   8.058576e-01   1.145426e+06   6.298086e-01
  1.404255e+01  -6.109702e-01   3.450849e-01   2.129781e-01   8.101419e-01   1.153057e+06   5.995986e-01
  1.406133e+01  -6.237849e-01   3.714580e-01   2.260794e-01   8.215210e-01   1.170816e+06   5.848264e-01
  1.408010e+01  -6.418564e-01   3.772846e-01   2.265751e-01   8.325819e-01   1.188164e+06   5.876103e-01
  1.409887e+01  -6.533507e-01   3.660361e-01   2.185729e-01   8.373319e-01   1.196536e+06   6.000578e-01
  1.411765e+01  -6.538111e-01   3.537153e-01   2.115992e-01   8.358142e-01   1.195957e+06   6.093357e-01
  1.413642e+01  -6.486645e-01   3.514758e-01   2.110722e-01   8.325959e-01   1.192936e+06   6.091095e-01
  1.415519e+01  -6.465224e-01   3.587055e-01   2.154562e-01   8.324324e-01   1.194286e+06   6.028965e-01
  1.417397e+01  -6.511928e-01   3.645577e-01   2.180607e-01   8.359087e-01   1.200864e+06   6.003314e-01
  1.419274e+01  -6.573042e-01   3.578092e-01   2.133989e-01   8.383575e-01   1.205977e+06   6.075747e-01
  1.421151e+01  -6.567601e-01   3.432674e-01   2.053016e-01   8.360077e-01   1.204188e+06   6.183384e-01
  1.423029e+01  -6.491378e-01   3.338526e-01   2.010216e-01   8.303900e-01   1.197676e+06   6.228489e-01
  1.424906e+01  -6.400198e-01   3.324350e-01   2.014776e-01   8.249927e-01   1.191461e+06   6.205984e-01
  1.426783e+01  -6.325910e-01   3.334136e-01   2.030845e-01   8.208741e-01   1.187075e+06   6.170469e-01
  1.428661e+01  -6.259225e-01   3.335254e-01   2.041020e-01   8.170558e-01   1.183108e+06   6.144366e-01
  1.430538e+01  -6.180521e-01   3.331461e-01   2.050238e-01   8.124573e-01   1.177995e+06   6.117285e-01
  1.432416e+01  -6.081159e-01   3.352647e-01   2.077205e-01   8.070091e-01   1.171631e+06   6.061896e-01
  1.434293e+01  -5.990559e-01   3.457140e-01   2.151729e-01   8.033401e-01   1.167833e+06   5.943962e-01
  1.436170e+01  -5.957899e-01   3.618870e-01   2.250504e-01   8.040134e-01   1.170342e+06   5.807529e-01
  1.438048e+01  -5.991017e-01   3.757652e-01   2.324775e-01   8.081754e-01   1.177938e+06   5.718938e-01
  1.439925e+01  -6.068698e-01   3.855776e-01   2.367807e-01   8.142082e-01   1.188280e+06   5.680290e-01
  1.441802e+01  -6.170347e-01   3.897560e-01   2.374745e-01   8.206271e-01   1.199210e+06   5.691627e-01
  1.443680e+01  -6.266922e-01   3.873223e-01   2.345542e-01   8.256561e-01   1.208130e+06   5.746653e-01
  1.445557e+01  -6.340349e-01   3.819640e-01   2.303970e-01   8.289256e-01   1.214491e+06   5.812856e-01
  1.447434e+01  -6.395130e-01   3.755045e-01   2.259355e-01   8.309993e-01   1.219110e+06   5.879867e-01
  1.449312e+01  -6.429956e-01   3.663464e-01   2.202728e-01   8.315743e-01   1.221536e+06   5.959375e-01
  1.451189e+01  -6.423691e-01   3.540301e-01   2.134232e-01   8.294086e-01   1.219933e+06   6.048293e-01
  1.453066e+01  -6.366684e-01   3.437817e-01   2.084311e-01   8.246890e-01   1.214561e+06   6.104852e-01
  1.454944e+01  -6.287655e-01   3.402030e-01   2.075283e-01   8.196545e-01   1.208706e+06   6.102679e-01
  1.456821e+01  -6.218952e-01   3.405840e-01   2.087514e-01   8.157649e-01   1.204522e+06   6.073431e-01
  1.458698e+01  -6.159024e-01   3.408882e-01   2.098142e-01   8.123573e-01   1.201036e+06   6.047906e-01
  1.460576e+01  -6.094895e-01   3.422412e-01   2.115590e-01   8.088552e-01   1.197398e+06   6.012312e-01
  1.462453e+01  -6.030056e-01   3.466694e-01   2.151144e-01   8.057790e-01   1.194377e+06   5.952278e-01
  1.464330e+01  -5.975324e-01   3.542360e-01   2.203520e-01   8.037957e-01   1.192967e+06   5.872294e-01
  1.466208e+01  -5.941098e-01   3.651102e-01   2.271808e-01   8.035676e-01   1.194157e+06   5.776708e-01
  1.468085e+01  -5.939575e-01   3.790216e-01   2.351909e-01   8.057743e-01   1.198970e+06   5.674588e-01
  1.469962e+01  -5.980007e-01   3.948617e-01   2.435188e-01   8.107417e-01   1.207904e+06   5.579701e-01
  1.471840e+01  -6.080249e-01   4.135552e-01   2.523026e-01   8.195618e-01   1.222604e+06   5.494482e-01
  1.473717e+01  -6.275568e-01   4.330332e-01   2.597145e-01   8.336716e-01   1.245239e+06   5.447377e-01
  1.475594e+01  -6.559401e-01   4.410152e-01   2.592994e-01   8.503977e-01   1.271840e+06   5.508045e-01
  1.477472e+01  -6.840369e-01   4.290945e-01   2.484411e-01   8.635739e-01   1.293190e+06   5.687469e-01
  1.479349e+01  -7.027093e-01   4.063577e-01   2.334886e-01   8.701875e-01   1.304749e+06   5.901408e-01
  1.481227e+01  -7.116820e-01   3.864992e-01   2.215602e-01   8.722218e-01   1.309459e+06   6.066363e-01
  1.483104e+01  -7.163004e-01   3.736513e-01   2.140082e-01   8.729833e-01   1.312264e+06   6.171444e-01
  1.484981e+01  -7.205111e-01   3.649895e-01   2.087738e-01   8.741267e-01   1.315646e+06   6.247154e-01
  1.486859e+01  -7.246429e-01   3.574216e-01   2.041483e-01   8.753967e-01   1.319223e+06   6.315499e-01
  1.488736e+01  -7.286023e-01   3.536455e-01   2.016067e-01   8.770676e-01   1.323410e+06   6.356131e-01
  1.490613e+01  -7.355089e-01   3.575461e-01   2.028555e-01   8.812828e-01   1.331447e+06   6.350733e-01
  1.492491e+01  -7.504011e-01   3.683570e-01   2.068027e-01   8.906001e-01   1.347218e+06   6.322758e-01
  1.494368e+01  -7.796921e-01   3.850446e-01   2.120065e-01   9.080963e-01   1.375412e+06   6.302640e-01
  1.496245e+01  -8.338348e-01   4.032422e-01   2.149254e-01   9.380979e-01   1.422638e+06   6.351122e-01
  1.498123e+01  -9.376280e-01   4.116531e-01   2.078292e-01   9.903641e-01   1.503785e+06   6.592507e-01
  1.500000e+01  -1.005252e+00   4.025428e-01   1.969794e-01   1.021789e+00   1.553446e+06   6.818824e-01
